claimed_expenses,wire_transfer,month,total_expenses,type,id,name
463633,146295,44,463633,D,46,DI BENEDETTO Chiara
670768,146295,43,668925,D,46,DI BENEDETTO Chiara
844272,146295,42,840711,D,46,DI BENEDETTO Chiara
753204,243301,41,751468,D,46,DI BENEDETTO Chiara
750491,320335,40,748907,D,46,DI BENEDETTO Chiara
831530,257751,39,828978,D,46,DI BENEDETTO Chiara
519298,401165,38,517091,D,46,DI BENEDETTO Chiara
684848,311391,37,682901,D,46,DI BENEDETTO Chiara
752155,185238,36,750140,D,46,DI BENEDETTO Chiara
619429,314636,35,614314,D,46,DI BENEDETTO Chiara
783984,343904,34,782808,D,46,DI BENEDETTO Chiara
671027,245503,33,666394,D,46,DI BENEDETTO Chiara
508522,292528,32,508522,D,46,DI BENEDETTO Chiara
862138,170819,31,860323,D,46,DI BENEDETTO Chiara
776928,170819,30,776928,D,46,DI BENEDETTO Chiara
573474,258754,29,570870,D,46,DI BENEDETTO Chiara
819964,319055,28,818127,D,46,DI BENEDETTO Chiara
692107,224496,27,691655,D,46,DI BENEDETTO Chiara
757463,280904,26,752822,D,46,DI BENEDETTO Chiara
869616,307793,25,866602,D,46,DI BENEDETTO Chiara
1121958,438374,24,1119831,D,46,DI BENEDETTO Chiara
759365,385204,23,749668,D,46,DI BENEDETTO Chiara
452323,588844,22,445645,D,46,DI BENEDETTO Chiara
365008,406182,21,356000,D,46,DI BENEDETTO Chiara
288511,424173,20,288511,D,46,DI BENEDETTO Chiara
597628,457309,19,589408,D,46,DI BENEDETTO Chiara
581856,417164,18,578616,D,46,DI BENEDETTO Chiara
363598,498160,17,353618,D,46,DI BENEDETTO Chiara
458566,1879767,16,450186,D,46,DI BENEDETTO Chiara
646910,410209,15,640250,D,46,DI BENEDETTO Chiara
549306,575624,14,541696,D,46,DI BENEDETTO Chiara
540943,808251,13,533603,D,46,DI BENEDETTO Chiara
290073,427199,12,290073,D,46,DI BENEDETTO Chiara
473144,386127,11,473144,D,46,DI BENEDETTO Chiara
401076,440522,10,401076,D,46,DI BENEDETTO Chiara
451906,408039,9,451906,D,46,DI BENEDETTO Chiara
410477,454899,8,410477,D,46,DI BENEDETTO Chiara
517522,405843,7,517522,D,46,DI BENEDETTO Chiara
551715,333006,6,551715,D,46,DI BENEDETTO Chiara
319312,495127,5,319312,D,46,DI BENEDETTO Chiara
639283,444156,4,639283,D,46,DI BENEDETTO Chiara
,,60,,D,45,DI BATTISTA Alessandro
,,59,,D,45,DI BATTISTA Alessandro
,,58,,D,45,DI BATTISTA Alessandro
742148,162274,57,733568,D,45,DI BATTISTA Alessandro
808605,160774,56,808605,D,45,DI BATTISTA Alessandro
730994,164474,54,727111,D,45,DI BATTISTA Alessandro
702467,191068,51,697187,D,45,DI BATTISTA Alessandro
758522,313004,49,756042,D,45,DI BATTISTA Alessandro
778193,164924,53,768754,D,45,DI BATTISTA Alessandro
674250,196819,55,662156,D,45,DI BATTISTA Alessandro
647571,264601,48,645961,D,45,DI BATTISTA Alessandro
718063,260002,50,713473,D,45,DI BATTISTA Alessandro
726059,307878,52,718699,D,45,DI BATTISTA Alessandro
711680,163767,47,708490,D,45,DI BATTISTA Alessandro
762535,283735,46,760515,D,45,DI BATTISTA Alessandro
566834,313251,45,560616,D,45,DI BATTISTA Alessandro
557770,322315,44,557770,D,45,DI BATTISTA Alessandro
695076,352694,43,691616,D,45,DI BATTISTA Alessandro
637727,223200,42,635077,D,45,DI BATTISTA Alessandro
682514,194705,41,679569,D,45,DI BATTISTA Alessandro
784355,160774,40,782298,D,45,DI BATTISTA Alessandro
823318,160774,39,816051,D,45,DI BATTISTA Alessandro
628780,415024,38,625780,D,45,DI BATTISTA Alessandro
628049,461835,37,624152,D,45,DI BATTISTA Alessandro
628223,236510,36,623390,D,45,DI BATTISTA Alessandro
611097,276801,35,606802,D,45,DI BATTISTA Alessandro
581650,470937,34,579837,D,45,DI BATTISTA Alessandro
547039,340863,33,539949,D,45,DI BATTISTA Alessandro
596980,248106,32,596980,D,45,DI BATTISTA Alessandro
605768,274513,31,602285,D,45,DI BATTISTA Alessandro
622438,264764,30,622188,D,45,DI BATTISTA Alessandro
548949,364355,29,548139,D,45,DI BATTISTA Alessandro
522482,399913,28,521372,D,45,DI BATTISTA Alessandro
534156,354546,27,532536,D,45,DI BATTISTA Alessandro
551574,458204,26,546995,D,45,DI BATTISTA Alessandro
641931,395745,25,637040,D,45,DI BATTISTA Alessandro
539395,422658,24,536213,D,45,DI BATTISTA Alessandro
504675,451399,23,502835,D,45,DI BATTISTA Alessandro
520734,441997,22,519734,D,45,DI BATTISTA Alessandro
543047,412078,21,538611,D,45,DI BATTISTA Alessandro
471222,496328,20,471222,D,45,DI BATTISTA Alessandro
563166,382594,19,560836,D,45,DI BATTISTA Alessandro
478041,316846,18,476391,D,45,DI BATTISTA Alessandro
525907,245638,17,521927,D,45,DI BATTISTA Alessandro
653747,616604,16,650957,D,45,DI BATTISTA Alessandro
526626,503919,15,522306,D,45,DI BATTISTA Alessandro
479110,632924,14,475960,D,45,DI BATTISTA Alessandro
497049,827051,13,491259,D,45,DI BATTISTA Alessandro
430640,521248,12,430640,D,45,DI BATTISTA Alessandro
478431,459835,11,478431,D,45,DI BATTISTA Alessandro
483302,434397,10,483302,D,45,DI BATTISTA Alessandro
482618,198388,9,482618,D,45,DI BATTISTA Alessandro
512132,430725,8,512132,D,45,DI BATTISTA Alessandro
613830,311069,7,613830,D,45,DI BATTISTA Alessandro
466185,471872,6,466185,D,45,DI BATTISTA Alessandro
428973,488726,5,428973,D,45,DI BATTISTA Alessandro
74671,1333501,4,74671,D,45,DI BATTISTA Alessandro
,,60,,D,43,DELLA VALLE Ivan
,,59,,D,43,DELLA VALLE Ivan
404959,964926,58,393000,D,43,DELLA VALLE Ivan
377499,366146,53,367000,D,43,DELLA VALLE Ivan
336550,384437,56,336550,D,43,DELLA VALLE Ivan
344306,387339,51,337600,D,43,DELLA VALLE Ivan
355890,385755,54,345250,D,43,DELLA VALLE Ivan
404682,373643,50,398200,D,43,DELLA VALLE Ivan
386316,391629,57,372700,D,43,DELLA VALLE Ivan
381745,2304428,52,367000,D,43,DELLA VALLE Ivan
359179,608062,55,350651,D,43,DELLA VALLE Ivan
349119,648601,49,343800,D,43,DELLA VALLE Ivan
455225,408598,48,452500,D,43,DELLA VALLE Ivan
368523,343976,47,358400,D,43,DELLA VALLE Ivan
365773,712366,46,360800,D,43,DELLA VALLE Ivan
363255,375756,45,355700,D,43,DELLA VALLE Ivan
366900,371811,44,366900,D,43,DELLA VALLE Ivan
380887,677762,43,375700,D,43,DELLA VALLE Ivan
383123,344730,42,379650,D,43,DELLA VALLE Ivan
379611,275816,41,372731,D,43,DELLA VALLE Ivan
368877,1936277,40,359450,D,43,DELLA VALLE Ivan
394581,341788,39,383910,D,43,DELLA VALLE Ivan
395728,408996,38,391030,D,43,DELLA VALLE Ivan
386467,701152,37,377234,D,43,DELLA VALLE Ivan
392958,368575,36,383400,D,43,DELLA VALLE Ivan
461101,329723,35,456300,D,43,DELLA VALLE Ivan
389850,712661,34,383800,D,43,DELLA VALLE Ivan
396332,369409,33,381200,D,43,DELLA VALLE Ivan
354470,406471,32,354470,D,43,DELLA VALLE Ivan
390201,642480,31,380135,D,43,DELLA VALLE Ivan
441078,323553,30,435090,D,43,DELLA VALLE Ivan
408645,261036,29,401280,D,43,DELLA VALLE Ivan
529462,1304538,28,520158,D,43,DELLA VALLE Ivan
496569,387066,27,489594,D,43,DELLA VALLE Ivan
437586,417039,26,432890,D,43,DELLA VALLE Ivan
477589,674557,25,474984,D,43,DELLA VALLE Ivan
476798,414092,24,471940,D,43,DELLA VALLE Ivan
527862,341819,23,519566,D,43,DELLA VALLE Ivan
501499,683816,22,490900,D,43,DELLA VALLE Ivan
449753,394623,21,439750,D,43,DELLA VALLE Ivan
516700,375726,20,516700,D,43,DELLA VALLE Ivan
510040,564863,19,502000,D,43,DELLA VALLE Ivan
396831,260571,18,394931,D,43,DELLA VALLE Ivan
507090,216521,17,502910,D,43,DELLA VALLE Ivan
525506,1071380,16,522856,D,43,DELLA VALLE Ivan
580314,243053,15,574834,D,43,DELLA VALLE Ivan
627263,447180,14,617503,D,43,DELLA VALLE Ivan
494901,930164,13,483201,D,43,DELLA VALLE Ivan
530051,341555,12,530051,D,43,DELLA VALLE Ivan
642702,299739,11,642702,D,43,DELLA VALLE Ivan
683748,283222,10,683748,D,43,DELLA VALLE Ivan
717798,231831,9,717798,D,43,DELLA VALLE Ivan
585390,299638,8,585390,D,43,DELLA VALLE Ivan
618881,210918,7,618881,D,43,DELLA VALLE Ivan
638199,288864,6,638199,D,43,DELLA VALLE Ivan
561730,300000,5,561730,D,43,DELLA VALLE Ivan
969180,280470,4,969180,D,43,DELLA VALLE Ivan
734382,198488,60,730612,D,44,DELL'ORCO Michele
723619,167610,56,723619,D,44,DELL'ORCO Michele
848957,167610,55,842357,D,44,DELL'ORCO Michele
746929,300426,53,745339,D,44,DELL'ORCO Michele
603015,167610,54,601767,D,44,DELL'ORCO Michele
719770,167597,59,713480,D,44,DELL'ORCO Michele
672006,203333,57,664226,D,44,DELL'ORCO Michele
729158,301357,52,721865,D,44,DELL'ORCO Michele
995608,223683,58,993148,D,44,DELL'ORCO Michele
756783,269954,51,755013,D,44,DELL'ORCO Michele
740317,337563,50,737313,D,44,DELL'ORCO Michele
765581,247073,49,764681,D,44,DELL'ORCO Michele
676232,241567,48,673672,D,44,DELL'ORCO Michele
756182,200038,47,750892,D,44,DELL'ORCO Michele
901244,385489,46,898924,D,44,DELL'ORCO Michele
535885,304020,45,529577,D,44,DELL'ORCO Michele
830012,304238,44,830012,D,44,DELL'ORCO Michele
545119,317810,43,542989,D,44,DELL'ORCO Michele
639266,300692,42,636456,D,44,DELL'ORCO Michele
717335,300948,41,716905,D,44,DELL'ORCO Michele
750360,453432,40,748390,D,44,DELL'ORCO Michele
617552,326763,39,615242,D,44,DELL'ORCO Michele
675467,334621,38,671697,D,44,DELL'ORCO Michele
702792,331791,37,701497,D,44,DELL'ORCO Michele
592613,311936,36,588073,D,44,DELL'ORCO Michele
732823,270111,35,729596,D,44,DELL'ORCO Michele
837771,296825,34,834541,D,44,DELL'ORCO Michele
685060,300873,33,678940,D,44,DELL'ORCO Michele
575458,320236,32,575458,D,44,DELL'ORCO Michele
772465,304759,31,768497,D,44,DELL'ORCO Michele
603706,228390,30,599006,D,44,DELL'ORCO Michele
719888,212349,29,715915,D,44,DELL'ORCO Michele
764252,250615,28,762672,D,44,DELL'ORCO Michele
664713,286472,27,657413,D,44,DELL'ORCO Michele
676769,337537,26,670269,D,44,DELL'ORCO Michele
821989,400128,25,819559,D,44,DELL'ORCO Michele
730325,326698,24,726462,D,44,DELL'ORCO Michele
676184,307780,23,663203,D,44,DELL'ORCO Michele
592664,571713,22,583063,D,44,DELL'ORCO Michele
516571,211957,21,516571,D,44,DELL'ORCO Michele
550453,174757,20,550453,D,44,DELL'ORCO Michele
804543,174757,19,798143,D,44,DELL'ORCO Michele
559337,274811,18,553137,D,44,DELL'ORCO Michele
609982,257245,17,594262,D,44,DELL'ORCO Michele
997457,458248,16,981857,D,44,DELL'ORCO Michele
665981,321416,15,655171,D,44,DELL'ORCO Michele
640784,519018,14,630904,D,44,DELL'ORCO Michele
794285,990099,13,783995,D,44,DELL'ORCO Michele
754844,326805,12,754844,D,44,DELL'ORCO Michele
703833,317772,11,703833,D,44,DELL'ORCO Michele
651680,264769,10,651680,D,44,DELL'ORCO Michele
602316,231923,9,602316,D,44,DELL'ORCO Michele
567233,365610,8,567233,D,44,DELL'ORCO Michele
628885,312018,7,628885,D,44,DELL'ORCO Michele
616445,329554,6,616445,D,44,DELL'ORCO Michele
723201,544369,5,723201,D,44,DELL'ORCO Michele
285015,529807,4,285015,D,44,DELL'ORCO Michele
,,60,,D,42,DEL GROSSO Daniele
,,59,,D,42,DEL GROSSO Daniele
,,58,,D,42,DEL GROSSO Daniele
801695,166466,57,792500,D,42,DEL GROSSO Daniele
812551,169596,54,803600,D,42,DEL GROSSO Daniele
840961,166466,51,834700,D,42,DEL GROSSO Daniele
854683,180207,55,850113,D,42,DEL GROSSO Daniele
824124,200836,52,811400,D,42,DEL GROSSO Daniele
809200,185977,56,809200,D,42,DEL GROSSO Daniele
876767,194147,50,872200,D,42,DEL GROSSO Daniele
846186,169729,53,840800,D,42,DEL GROSSO Daniele
767247,194146,49,763700,D,42,DEL GROSSO Daniele
812830,194143,48,808800,D,42,DEL GROSSO Daniele
874440,180322,47,868300,D,42,DEL GROSSO Daniele
793270,183220,46,787000,D,42,DEL GROSSO Daniele
770365,166463,45,759800,D,42,DEL GROSSO Daniele
837300,204774,44,837300,D,42,DEL GROSSO Daniele
828060,173382,43,820000,D,42,DEL GROSSO Daniele
806900,166463,42,801800,D,42,DEL GROSSO Daniele
828153,171621,41,823300,D,42,DEL GROSSO Daniele
842263,204124,40,836113,D,42,DEL GROSSO Daniele
901573,170871,39,898713,D,42,DEL GROSSO Daniele
863830,218825,38,860700,D,42,DEL GROSSO Daniele
791671,222028,37,783560,D,42,DEL GROSSO Daniele
764720,194649,36,755500,D,42,DEL GROSSO Daniele
783220,202197,35,775350,D,42,DEL GROSSO Daniele
901214,206814,34,894350,D,42,DEL GROSSO Daniele
761058,204188,33,746800,D,42,DEL GROSSO Daniele
689000,170478,32,689000,D,42,DEL GROSSO Daniele
731358,179028,31,725125,D,42,DEL GROSSO Daniele
747819,170478,30,743810,D,42,DEL GROSSO Daniele
729880,170478,29,726100,D,42,DEL GROSSO Daniele
747070,170478,28,737500,D,42,DEL GROSSO Daniele
811079,170478,27,801679,D,42,DEL GROSSO Daniele
806734,200432,26,798945,D,42,DEL GROSSO Daniele
796523,198697,25,790450,D,42,DEL GROSSO Daniele
1082615,197888,24,1073970,D,42,DEL GROSSO Daniele
849468,179013,23,836925,D,42,DEL GROSSO Daniele
915511,174612,22,909000,D,42,DEL GROSSO Daniele
838645,179614,21,824554,D,42,DEL GROSSO Daniele
899532,173812,20,899532,D,42,DEL GROSSO Daniele
828838,180408,19,818528,D,42,DEL GROSSO Daniele
736211,176412,18,728171,D,42,DEL GROSSO Daniele
850847,207975,17,837487,D,42,DEL GROSSO Daniele
826697,227280,16,808847,D,42,DEL GROSSO Daniele
801420,261779,15,786030,D,42,DEL GROSSO Daniele
852534,427301,14,840264,D,42,DEL GROSSO Daniele
816115,319556,13,802545,D,42,DEL GROSSO Daniele
779309,245790,12,779309,D,42,DEL GROSSO Daniele
781989,241944,11,781989,D,42,DEL GROSSO Daniele
787930,226883,10,787930,D,42,DEL GROSSO Daniele
788952,201157,9,788952,D,42,DEL GROSSO Daniele
829161,197888,8,829161,D,42,DEL GROSSO Daniele
809692,197888,7,809692,D,42,DEL GROSSO Daniele
795168,214711,6,795168,D,42,DEL GROSSO Daniele
721533,206720,5,721533,D,42,DEL GROSSO Daniele
1118345,500452,4,1118345,D,42,DEL GROSSO Daniele
,,60,,D,41,DE ROSA Massimo Felice
,,59,,D,41,DE ROSA Massimo Felice
827657,170289,58,823117,D,41,DE ROSA Massimo Felice
925163,203689,57,917292,D,41,DE ROSA Massimo Felice
890681,203691,53,884961,D,41,DE ROSA Massimo Felice
865769,203691,52,854028,D,41,DE ROSA Massimo Felice
649516,195624,50,641817,D,41,DE ROSA Massimo Felice
1097326,170289,51,1090932,D,41,DE ROSA Massimo Felice
978310,203691,55,971753,D,41,DE ROSA Massimo Felice
748786,195622,49,745698,D,41,DE ROSA Massimo Felice
893571,203691,54,887896,D,41,DE ROSA Massimo Felice
604760,203691,56,604760,D,41,DE ROSA Massimo Felice
632853,195205,48,628987,D,41,DE ROSA Massimo Felice
704866,169893,47,693322,D,41,DE ROSA Massimo Felice
889354,169910,46,886284,D,41,DE ROSA Massimo Felice
702773,194531,45,695816,D,41,DE ROSA Massimo Felice
1531175,194533,44,1531175,D,41,DE ROSA Massimo Felice
1097407,194533,43,1091504,D,41,DE ROSA Massimo Felice
830838,194533,42,825649,D,41,DE ROSA Massimo Felice
940433,194533,41,933951,D,41,DE ROSA Massimo Felice
908702,194533,40,893760,D,41,DE ROSA Massimo Felice
785519,194533,39,776487,D,41,DE ROSA Massimo Felice
730157,219826,38,722387,D,41,DE ROSA Massimo Felice
877919,198605,37,870619,D,41,DE ROSA Massimo Felice
750624,183365,36,745014,D,41,DE ROSA Massimo Felice
856860,170095,35,847286,D,41,DE ROSA Massimo Felice
792063,170111,34,787313,D,41,DE ROSA Massimo Felice
906998,198251,33,894851,D,41,DE ROSA Massimo Felice
831577,198252,32,831577,D,41,DE ROSA Massimo Felice
994147,198252,31,988347,D,41,DE ROSA Massimo Felice
914432,198252,30,910672,D,41,DE ROSA Massimo Felice
896367,198252,29,889798,D,41,DE ROSA Massimo Felice
906049,198252,28,899989,D,41,DE ROSA Massimo Felice
812945,198252,27,802575,D,41,DE ROSA Massimo Felice
767490,237571,26,754035,D,41,DE ROSA Massimo Felice
999298,248689,25,993547,D,41,DE ROSA Massimo Felice
660629,252828,24,651369,D,41,DE ROSA Massimo Felice
844710,197283,23,826549,D,41,DE ROSA Massimo Felice
778274,260957,22,767989,D,41,DE ROSA Massimo Felice
733850,14636,21,719214,D,41,DE ROSA Massimo Felice
669630,217253,20,669630,D,41,DE ROSA Massimo Felice
1103618,170050,19,1096178,D,41,DE ROSA Massimo Felice
730579,170050,18,717919,D,41,DE ROSA Massimo Felice
816351,174779,17,803691,D,41,DE ROSA Massimo Felice
737847,571439,16,728327,D,41,DE ROSA Massimo Felice
863048,263042,15,844648,D,41,DE ROSA Massimo Felice
753510,450177,14,738560,D,41,DE ROSA Massimo Felice
690461,538971,13,678211,D,41,DE ROSA Massimo Felice
665976,335565,12,665976,D,41,DE ROSA Massimo Felice
616049,324441,11,616049,D,41,DE ROSA Massimo Felice
636743,357106,10,636743,D,41,DE ROSA Massimo Felice
608463,349769,9,608463,D,41,DE ROSA Massimo Felice
540231,441308,8,540231,D,41,DE ROSA Massimo Felice
877468,196035,7,877468,D,41,DE ROSA Massimo Felice
959210,196035,6,959210,D,41,DE ROSA Massimo Felice
420048,336185,5,420048,D,41,DE ROSA Massimo Felice
708309,432752,4,708309,D,41,DE ROSA Massimo Felice
959040,196513,60,956255,D,40,DE LORENZIS Diego
777915,171100,59,771523,D,40,DE LORENZIS Diego
658548,171109,57,656113,D,40,DE LORENZIS Diego
737771,171109,54,737017,D,40,DE LORENZIS Diego
703873,292611,58,701598,D,40,DE LORENZIS Diego
607048,171109,56,607048,D,40,DE LORENZIS Diego
745023,261435,55,741899,D,40,DE LORENZIS Diego
772120,171109,53,771366,D,40,DE LORENZIS Diego
776964,396708,52,773849,D,40,DE LORENZIS Diego
841174,171109,51,837620,D,40,DE LORENZIS Diego
744174,196514,50,741470,D,40,DE LORENZIS Diego
879098,196513,49,878498,D,40,DE LORENZIS Diego
972158,196514,48,971308,D,40,DE LORENZIS Diego
901619,171101,47,896563,D,40,DE LORENZIS Diego
985990,210385,46,983536,D,40,DE LORENZIS Diego
891340,232670,45,885038,D,40,DE LORENZIS Diego
596603,292967,44,596603,D,40,DE LORENZIS Diego
947298,304345,43,944148,D,40,DE LORENZIS Diego
679735,226121,42,676025,D,40,DE LORENZIS Diego
667060,267953,41,664748,D,40,DE LORENZIS Diego
617932,536284,40,613704,D,40,DE LORENZIS Diego
707040,201365,39,703798,D,40,DE LORENZIS Diego
739703,196515,38,734030,D,40,DE LORENZIS Diego
770299,450319,37,764817,D,40,DE LORENZIS Diego
772530,190383,36,766262,D,40,DE LORENZIS Diego
651741,203476,35,648578,D,40,DE LORENZIS Diego
990693,320805,34,987903,D,40,DE LORENZIS Diego
625437,171663,33,618279,D,40,DE LORENZIS Diego
498395,171663,32,498395,D,40,DE LORENZIS Diego
894678,245587,31,889867,D,40,DE LORENZIS Diego
925010,171663,30,923810,D,40,DE LORENZIS Diego
620173,255029,29,616665,D,40,DE LORENZIS Diego
712092,498632,28,707114,D,40,DE LORENZIS Diego
752214,174425,27,748646,D,40,DE LORENZIS Diego
732970,227149,26,724904,D,40,DE LORENZIS Diego
718579,383488,25,714829,D,40,DE LORENZIS Diego
820085,222275,24,814274,D,40,DE LORENZIS Diego
582220,99539,23,569258,D,40,DE LORENZIS Diego
654896,385060,22,642999,D,40,DE LORENZIS Diego
854669,19232,21,840021,D,40,DE LORENZIS Diego
522007,175574,20,522007,D,40,DE LORENZIS Diego
715800,176756,19,706920,D,40,DE LORENZIS Diego
679163,175574,18,674913,D,40,DE LORENZIS Diego
839159,175574,17,831999,D,40,DE LORENZIS Diego
737879,916815,16,732199,D,40,DE LORENZIS Diego
743141,287471,15,735181,D,40,DE LORENZIS Diego
663865,457116,14,655395,D,40,DE LORENZIS Diego
704419,683467,13,701159,D,40,DE LORENZIS Diego
619040,323835,12,619040,D,40,DE LORENZIS Diego
754155,275778,11,754155,D,40,DE LORENZIS Diego
681091,305051,10,681091,D,40,DE LORENZIS Diego
638694,307993,9,638694,D,40,DE LORENZIS Diego
601172,365524,8,601172,D,40,DE LORENZIS Diego
723009,249132,7,723009,D,40,DE LORENZIS Diego
426390,490572,6,426390,D,40,DE LORENZIS Diego
915080,271042,5,915080,D,40,DE LORENZIS Diego
520720,490572,4,520720,D,40,DE LORENZIS Diego
,,60,,D,38,DALL'OSSO Matteo
,,59,,D,38,DALL'OSSO Matteo
,,58,,D,38,DALL'OSSO Matteo
684778,176870,57,675835,D,38,DALL'OSSO Matteo
571218,167745,56,571218,D,38,DALL'OSSO Matteo
928455,222996,50,920035,D,38,DALL'OSSO Matteo
930258,167745,51,924508,D,38,DALL'OSSO Matteo
715161,167745,55,709841,D,38,DALL'OSSO Matteo
648170,167745,54,641360,D,38,DALL'OSSO Matteo
863706,167745,52,855596,D,38,DALL'OSSO Matteo
804209,307991,49,795219,D,38,DALL'OSSO Matteo
681263,198488,48,677773,D,38,DALL'OSSO Matteo
806520,167745,53,803880,D,38,DALL'OSSO Matteo
699762,161906,47,692732,D,38,DALL'OSSO Matteo
655329,161912,46,652764,D,38,DALL'OSSO Matteo
1146920,165912,45,1139850,D,38,DALL'OSSO Matteo
804918,210850,44,804918,D,38,DALL'OSSO Matteo
862410,219838,43,858780,D,38,DALL'OSSO Matteo
680269,194661,42,678909,D,38,DALL'OSSO Matteo
953722,161912,41,953072,D,38,DALL'OSSO Matteo
638662,259659,40,635852,D,38,DALL'OSSO Matteo
717068,161912,39,715988,D,38,DALL'OSSO Matteo
919548,198489,38,919318,D,38,DALL'OSSO Matteo
988037,325958,37,988037,D,38,DALL'OSSO Matteo
686030,185238,36,683900,D,38,DALL'OSSO Matteo
670645,172902,35,666925,D,38,DALL'OSSO Matteo
1414432,459862,34,1411602,D,38,DALL'OSSO Matteo
590319,202741,33,581536,D,38,DALL'OSSO Matteo
716051,172910,32,716051,D,38,DALL'OSSO Matteo
741731,172910,31,738181,D,38,DALL'OSSO Matteo
753939,172910,30,746489,D,38,DALL'OSSO Matteo
785653,172910,29,780930,D,38,DALL'OSSO Matteo
786233,231478,28,780585,D,38,DALL'OSSO Matteo
654958,172910,27,650034,D,38,DALL'OSSO Matteo
675439,198495,26,671975,D,38,DALL'OSSO Matteo
639937,213065,25,638937,D,38,DALL'OSSO Matteo
744430,173475,24,739197,D,38,DALL'OSSO Matteo
664427,150517,23,654165,D,38,DALL'OSSO Matteo
,,22,,D,38,DALL'OSSO Matteo
707278,154542,21,696630,D,38,DALL'OSSO Matteo
856524,174442,20,856524,D,38,DALL'OSSO Matteo
840100,174442,19,834480,D,38,DALL'OSSO Matteo
822170,174442,18,820100,D,38,DALL'OSSO Matteo
869117,174442,17,863847,D,38,DALL'OSSO Matteo
1429317,205788,16,1422417,D,38,DALL'OSSO Matteo
941962,174442,15,933352,D,38,DALL'OSSO Matteo
1030794,368139,14,1020294,D,38,DALL'OSSO Matteo
671850,197388,13,662150,D,38,DALL'OSSO Matteo
1053058,197388,12,1053058,D,38,DALL'OSSO Matteo
981306,197388,11,981306,D,38,DALL'OSSO Matteo
914732,197388,10,914732,D,38,DALL'OSSO Matteo
1121949,197388,9,1121949,D,38,DALL'OSSO Matteo
953537,197388,8,953537,D,38,DALL'OSSO Matteo
983503,197388,7,983503,D,38,DALL'OSSO Matteo
871965,218224,6,871965,D,38,DALL'OSSO Matteo
586570,295314,5,586570,D,38,DALL'OSSO Matteo
639195,753801,4,639195,D,38,DALL'OSSO Matteo
695753,204388,60,691941,D,37,DAGA Federica
710862,160774,58,708812,D,37,DAGA Federica
773806,160767,59,767793,D,37,DAGA Federica
884000,162270,55,878306,D,37,DAGA Federica
852418,160774,57,846141,D,37,DAGA Federica
818072,160774,56,818072,D,37,DAGA Federica
717325,162760,53,713116,D,37,DAGA Federica
719311,160774,54,711241,D,37,DAGA Federica
837009,188603,52,830512,D,37,DAGA Federica
675298,204787,51,672420,D,37,DAGA Federica
821924,221776,50,818823,D,37,DAGA Federica
868536,221348,49,867173,D,37,DAGA Federica
698037,225325,48,694594,D,37,DAGA Federica
621613,258465,47,617023,D,37,DAGA Federica
766509,279761,46,761810,D,37,DAGA Federica
618112,261973,45,614872,D,37,DAGA Federica
509431,349996,44,509431,D,37,DAGA Federica
654969,349985,43,650909,D,37,DAGA Federica
650095,168016,42,647151,D,37,DAGA Federica
680098,199987,41,678838,D,37,DAGA Federica
640080,406190,40,634614,D,37,DAGA Federica
646026,234059,39,642219,D,37,DAGA Federica
640504,373196,38,635844,D,37,DAGA Federica
728012,361872,37,725079,D,37,DAGA Federica
565346,339203,36,561903,D,37,DAGA Federica
708872,177526,35,705336,D,37,DAGA Federica
711080,341507,34,707800,D,37,DAGA Federica
676285,210117,33,665981,D,37,DAGA Federica
703894,182508,32,703894,D,37,DAGA Federica
692038,185943,31,686068,D,37,DAGA Federica
651007,191639,30,649084,D,37,DAGA Federica
742409,167091,29,737381,D,37,DAGA Federica
685884,304729,28,683534,D,37,DAGA Federica
610894,275508,27,606334,D,37,DAGA Federica
649201,361499,26,643938,D,37,DAGA Federica
733675,332551,25,732695,D,37,DAGA Federica
670514,250185,24,667826,D,37,DAGA Federica
609032,277149,23,603882,D,37,DAGA Federica
783270,278408,22,776914,D,37,DAGA Federica
633593,264316,21,627321,D,37,DAGA Federica
450549,480445,20,450549,D,37,DAGA Federica
663138,482119,19,659498,D,37,DAGA Federica
608215,322433,18,603205,D,37,DAGA Federica
629350,320846,17,622960,D,37,DAGA Federica
579022,596664,16,575352,D,37,DAGA Federica
580642,398872,15,575192,D,37,DAGA Federica
525230,608945,14,518200,D,37,DAGA Federica
561699,777195,13,556409,D,37,DAGA Federica
922231,344468,12,922231,D,37,DAGA Federica
499736,407163,11,499736,D,37,DAGA Federica
603140,299759,10,603140,D,37,DAGA Federica
609208,293590,9,609208,D,37,DAGA Federica
559716,340783,8,559716,D,37,DAGA Federica
695572,199927,7,695572,D,37,DAGA Federica
621965,296934,6,621965,D,37,DAGA Federica
164850,654349,5,164850,D,37,DAGA Federica
15890,1109383,4,15890,D,37,DAGA Federica
856700,214962,60,849699,D,36,DADONE Fabiana
691950,300508,59,686209,D,36,DADONE Fabiana
774214,249576,55,769013,D,36,DADONE Fabiana
775157,302003,58,770391,D,36,DADONE Fabiana
718316,220919,57,709993,D,36,DADONE Fabiana
685393,279759,54,679712,D,36,DADONE Fabiana
581798,305688,56,581798,D,36,DADONE Fabiana
725973,316545,53,722590,D,36,DADONE Fabiana
949839,632794,52,940344,D,36,DADONE Fabiana
615465,301275,51,614352,D,36,DADONE Fabiana
484841,296320,50,483210,D,36,DADONE Fabiana
643332,247712,49,640934,D,36,DADONE Fabiana
821588,197101,48,821030,D,36,DADONE Fabiana
760109,275392,47,756199,D,36,DADONE Fabiana
